Title = "F2d" 

VARIABLES = "x" "y" "z" "u" "v" "p" "blank" "ibnode" "Vorticity"  

 ZONE I=186 J=130 K=1, F=POINT 

-1.34355	-0.63654	 0 	0.995481	0.00112639	0.0326388	0	0	0

1.34355	-0.63654	 0 	1.00452	-0.00112639	0.0326388	0	0	0

3.91157	-0.63654	 0 	0.994813	0.00185118	0.0327509	0	0	0

6.25202	-0.63654	 0 	1.00412	-0.000109384	0.0323553	0	0	0

8.38505	-0.63654	 0 	0.99999	-0.000922697	0.032543	0	0	0

10.3291	-0.63654	 0 	1.00301	0.00107418	0.03191	0	0	0

12.1008	-0.63654	 0 	1.00754	0.00287677	0.0320057	0	0	0

13.7155	-0.63654	 0 	1.00277	-0.00157221	0.0312331	0	0	0

15.1871	-0.63654	 0 	1.00487	0.000565408	0.0311773	0	0	0

16.5283	-0.63654	 0 	1.00906	-0.000121487	0.0302	0	0	0

17.7507	-0.63654	 0 	1.01013	0.0027537	0.0300052	0	0	0

18.8647	-0.63654	 0 	1.0075	-0.000190777	0.0289732	0	0	0

19.88	-0.63654	 0 	1.00425	-0.00584233	0.0286684	0	0	0

20.8053	-0.63654	 0 	1.00481	0.000294242	0.0275391	0	0	0

21.6486	-0.63654	 0 	1.00622	0.00043459	0.0271715	0	0	0

22.4172	-0.63654	 0 	1.00808	0.00316197	0.0260404	0	0	0

23.1177	-0.63654	 0 	1.00586	0.0042757	0.0256575	0	0	0

23.7561	-0.63654	 0 	1.00678	0.00456502	0.0245997	0	0	0

24.3379	-0.63654	 0 	1.00868	0.00433139	0.0241988	0	0	0

24.8681	-0.63654	 0 	1.01157	0.00363789	0.0232635	0	0	0

25.3514	-0.63654	 0 	1.01279	0.00196299	0.0228583	0	0	0

25.7919	-0.63654	 0 	1.01349	9.76292e-05	0.0220824	0	0	0

26.1933	-0.63654	 0 	1.01323	-0.00117424	0.0217014	0	0	0

26.5591	-0.63654	 0 	1.01316	-0.00148815	0.0210776	0	0	0

26.8925	-0.63654	 0 	1.01296	-0.00112182	0.0207208	0	0	0

27.1964	-0.63654	 0 	1.01308	-0.000459255	0.0202267	0	0	0

27.4733	-0.63654	 0 	1.0132	0.000211163	0.0199007	0	0	0

27.7257	-0.63654	 0 	1.01348	0.000810158	0.0195129	0	0	0

27.9557	-0.63654	 0 	1.01372	0.00135995	0.0192239	0	0	0

28.1654	-0.63654	 0 	1.014	0.00191611	0.0189189	0	0	0

28.3565	-0.63654	 0 	1.01425	0.00250573	0.0186699	0	0	0

28.5306	-0.63654	 0 	1.0145	0.00312345	0.0184274	0	0	0

28.6893	-0.63654	 0 	1.01474	0.00373893	0.0182177	0	0	0

28.8339	-0.63654	 0 	1.01497	0.00431467	0.0180223	0	0	0

28.9657	-0.63654	 0 	1.0152	0.00481749	0.0178481	0	0	0

29.0859	-0.63654	 0 	1.01543	0.00522516	0.0176889	0	0	0

29.1954	-0.63654	 0 	1.01565	0.00552759	0.0175453	0	0	0

29.2952	-0.63654	 0 	1.01587	0.00572513	0.0174149	0	0	0

29.3861	-0.63654	 0 	1.01607	0.00582564	0.0172967	0	0	0

29.469	-0.63654	 0 	1.01626	0.0058415	0.0171895	0	0	0

29.5445	-0.63654	 0 	1.01644	0.00578713	0.0170922	0	0	0

29.6134	-0.63654	 0 	1.0166	0.00567715	0.017004	0	0	0

29.6761	-0.63654	 0 	1.01674	0.00552525	0.0169239	0	0	0

29.7333	-0.63654	 0 	1.01687	0.00534352	0.0168513	0	0	0

29.7854	-0.63654	 0 	1.01699	0.00514218	0.0167853	0	0	0

29.8329	-0.63654	 0 	1.01709	0.00492962	0.0167255	0	0	0

29.8762	-0.63654	 0 	1.01718	0.00471246	0.0166711	0	0	0

29.9156	-0.63654	 0 	1.01726	0.00449583	0.0166218	0	0	0

29.9516	-0.63654	 0 	1.01733	0.00428353	0.0165769	0	0	0

29.9844	-0.63654	 0 	1.01739	0.0040783	0.0165362	0	0	0

30.0156	-0.63654	 0 	1.01745	0.0038729	0.0164975	0	0	0

30.0469	-0.63654	 0 	1.0175	0.00365837	0.0164589	0	0	0

30.0781	-0.63654	 0 	1.01755	0.00343534	0.0164204	0	0	0

30.1094	-0.63654	 0 	1.0176	0.00320448	0.0163821	0	0	0

30.1406	-0.63654	 0 	1.01764	0.00296649	0.0163438	0	0	0

30.1719	-0.63654	 0 	1.01768	0.00272213	0.0163058	0	0	0

30.2031	-0.63654	 0 	1.01772	0.00247221	0.0162678	0	0	0

30.2344	-0.63654	 0 	1.01775	0.00221756	0.01623	0	0	0

30.2656	-0.63654	 0 	1.01778	0.00195905	0.0161924	0	0	0

30.2969	-0.63654	 0 	1.0178	0.00169758	0.0161548	0	0	0

30.3281	-0.63654	 0 	1.01782	0.00143408	0.0161175	0	0	0

30.3594	-0.63654	 0 	1.01784	0.00116949	0.0160803	0	0	0

30.3906	-0.63654	 0 	1.01785	0.000904779	0.0160432	0	0	0

30.4219	-0.63654	 0 	1.01786	0.000640921	0.0160063	0	0	0

30.4531	-0.63654	 0 	1.01786	0.000378901	0.0159696	0	0	0

30.4844	-0.63654	 0 	1.01786	0.000119704	0.015933	0	0	0

30.5156	-0.63654	 0 	1.01786	-0.000135686	0.0158966	0	0	0

30.5469	-0.63654	 0 	1.01785	-0.000386292	0.0158604	0	0	0

30.5781	-0.63654	 0 	1.01783	-0.000631152	0.0158243	0	0	0

30.6094	-0.63654	 0 	1.01781	-0.00086932	0.0157884	0	0	0

30.6406	-0.63654	 0 	1.01779	-0.00109987	0.0157526	0	0	0

30.6719	-0.63654	 0 	1.01776	-0.00132191	0.015717	0	0	0

30.7031	-0.63654	 0 	1.01773	-0.00153458	0.0156816	0	0	0

30.7344	-0.63654	 0 	1.0177	-0.00173705	0.0156463	0	0	0

30.7656	-0.63654	 0 	1.01766	-0.00192854	0.0156113	0	0	0

30.7969	-0.63654	 0 	1.01762	-0.0021083	0.0155763	0	0	0

30.8281	-0.63654	 0 	1.01757	-0.00227566	0.0155416	0	0	0

30.8594	-0.63654	 0 	1.01752	-0.00242998	0.015507	0	0	0

30.8906	-0.63654	 0 	1.01747	-0.00257068	0.0154725	0	0	0

30.9219	-0.63654	 0 	1.01742	-0.00269725	0.0154382	0	0	0

30.9531	-0.63654	 0 	1.01736	-0.00280925	0.0154041	0	0	0

