Title = "F2d" 

VARIABLES = "x" "y" "z" "u" "v" "p" 

ZONE I=66 J=34 K=1, F=POINT 

-0.00162282	-0.00342678	 0 	8.71112e-07	-8.33576e-07	-0.0312523

0.00162282	-0.00342678	 0 	-8.71112e-07	8.33576e-07	-0.0312523

0.0050496	-0.00342678	 0 	-2.58057e-06	2.45899e-06	-0.0312519

0.0088573	-0.00342678	 0 	-4.15173e-06	3.79787e-06	-0.0312523

0.0130848	-0.00342678	 0 	-5.85597e-06	4.71575e-06	-0.0312554

0.0177742	-0.00342678	 0 	-7.77252e-06	5.08639e-06	-0.0312631

0.0229708	-0.00342678	 0 	-9.7396e-06	4.81434e-06	-0.0312775

0.0287228	-0.00342678	 0 	-1.13808e-05	3.8489e-06	-0.0313006

0.0350821	-0.00342678	 0 	-1.21242e-05	2.18697e-06	-0.0313346

0.0421029	-0.00342678	 0 	-1.12131e-05	-1.32456e-07	-0.031381

0.0498427	-0.00342678	 0 	-7.71525e-06	-3.03732e-06	-0.0314413

0.0583608	-0.00342678	 0 	-5.38728e-07	-6.43185e-06	-0.0315162

0.0677186	-0.00342678	 0 	1.15437e-05	-1.02043e-05	-0.0316055

0.0779783	-0.00342678	 0 	2.9858e-05	-1.4233e-05	-0.0317082

0.089202	-0.00342678	 0 	5.57786e-05	-1.83906e-05	-0.0318221

0.101451	-0.00342678	 0 	9.06654e-05	-2.25479e-05	-0.0319434

0.114785	-0.00342678	 0 	0.000135787	-2.65768e-05	-0.0320674

0.129257	-0.00342678	 0 	0.000192235	-3.03539e-05	-0.0321875

0.144917	-0.00342678	 0 	0.00026083	-3.37642e-05	-0.0322958

0.161805	-0.00342678	 0 	0.000342033	-3.67054e-05	-0.0323833

0.179953	-0.00342678	 0 	0.000435857	-3.90907e-05	-0.0324399

0.19938	-0.00342678	 0 	0.000541808	-4.08518e-05	-0.0324548

0.220089	-0.00342678	 0 	0.000658833	-4.19381e-05	-0.0324167

0.242067	-0.00342678	 0 	0.000785296	-4.23145e-05	-0.0323149

0.265285	-0.00342678	 0 	0.000918979	-4.19563e-05	-0.0321387

0.289691	-0.00342678	 0 	0.00105709	-4.08414e-05	-0.0318787

0.315212	-0.00342678	 0 	0.00119627	-3.89438e-05	-0.031527

0.341756	-0.00342678	 0 	0.00133263	-3.62278e-05	-0.0310776

0.369208	-0.00342678	 0 	0.00146178	-3.26483e-05	-0.0305275

0.397433	-0.00342678	 0 	0.00157893	-2.8158e-05	-0.029877

0.42628	-0.00342678	 0 	0.00167901	-2.27218e-05	-0.0291314

0.455583	-0.00342678	 0 	0.00175691	-1.63392e-05	-0.0283017

0.485163	-0.00342678	 0 	0.00180789	-9.06877e-06	-0.0274047

0.514837	-0.00342678	 0 	0.00182802	-1.05129e-06	-0.0264642

0.544417	-0.00342678	 0 	0.00181466	7.47787e-06	-0.025509

0.57372	-0.00342678	 0 	0.001767	1.61914e-05	-0.0245719

0.602567	-0.00342678	 0 	0.0016863	2.46924e-05	-0.0236864

0.630792	-0.00342678	 0 	0.00157598	3.25534e-05	-0.0228837

