           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0  2.03261e-07  1.61466e-06  2.44683e-06  1.25398e-06  1.16372e-09 -4.62513e-07 -3.53684e-07 -5.22289e-07 -5.49798e-07 -5.13846e-07 -6.46282e-07 -6.80701e-07 -4.20226e-07 -3.45923e-07 -5.83786e-07 -5.85774e-07 -2.89409e-07 -2.55585e-07 -4.97783e-07 -5.02407e-07 -2.62888e-07 -2.27864e-07 -4.45401e-07 -4.54771e-07 -2.20244e-07 -2.29791e-07 -4.10147e-07 -3.87626e-07  -2.2205e-07 -2.20626e-07 -3.59011e-07 -3.59168e-07 -2.18226e-07 -2.20057e-07 -3.34139e-07 -3.36884e-07 -1.96867e-07 -1.95153e-07  -3.5698e-07  -3.4454e-07 -1.93541e-07 -2.12799e-07 -4.13137e-07 -3.57851e-07 -1.31225e-07  -1.5969e-07 -4.42398e-07 -4.33626e-07 -1.46125e-07 -1.93496e-07 -4.78514e-07 -4.37648e-07 -1.84795e-07 -2.22194e-07 -3.32637e-07 -2.51074e-07 -1.23793e-07 -4.02727e-08  4.25848e-07  6.51837e-07   2.8947e-07  3.09682e-07  5.60663e-07  2.30124e-07            0
           0  1.31252e-06  2.74438e-06  3.47436e-06  2.34656e-06  1.17072e-06  7.24033e-07  7.92235e-07  6.09375e-07  5.71306e-07  5.76345e-07  4.12354e-07  3.53105e-07  5.89046e-07  6.39843e-07  3.67736e-07  3.31583e-07  6.03835e-07  6.08873e-07  3.34582e-07  2.91345e-07  5.09971e-07  5.32245e-07  3.20011e-07  2.95801e-07  4.98528e-07  5.01575e-07  3.18178e-07  3.31014e-07  4.80769e-07  4.65666e-07  3.30712e-07  3.29387e-07  4.69464e-07  4.65623e-07   3.6559e-07   3.6098e-07  4.97907e-07  5.01241e-07  3.55069e-07  3.73137e-07  5.06705e-07   5.2107e-07  3.71052e-07  4.15637e-07  6.12954e-07  6.22479e-07  3.66034e-07  3.88276e-07   6.9222e-07  6.71494e-07  4.16208e-07  4.76896e-07  7.61414e-07  7.47672e-07  6.46899e-07   7.4725e-07  9.17708e-07  9.88233e-07  1.38413e-06   1.5753e-06  1.28398e-06  1.28669e-06  1.49262e-06  1.16296e-06            0
           0  1.12187e-06  1.83317e-06  2.13643e-06  9.26319e-07 -3.54954e-07 -5.63499e-07 -3.02389e-07 -3.42108e-07 -3.48119e-07 -2.84903e-07 -4.06292e-07 -4.33804e-07 -1.77417e-07 -1.09938e-07 -3.81055e-07 -4.15404e-07 -1.25273e-07 -1.13141e-07 -3.76277e-07 -4.06333e-07 -1.76672e-07 -1.35859e-07 -3.23342e-07 -3.46715e-07 -1.69372e-07 -1.43425e-07 -3.17459e-07 -3.17387e-07   -1.566e-07 -1.76438e-07 -3.01058e-07 -2.93846e-07 -1.53365e-07 -1.59875e-07 -2.71703e-07 -2.75023e-07 -1.41988e-07 -1.51168e-07 -2.86207e-07 -2.87919e-07 -1.72672e-07 -1.53298e-07 -2.54237e-07 -2.63726e-07 -9.87798e-08 -9.86876e-08 -3.67882e-07  -3.4686e-07 -7.18796e-08 -1.00179e-07 -3.56442e-07 -3.13871e-07  -8.0448e-08 -1.17603e-07 -2.41888e-07  -1.8882e-07 -1.69062e-07  -1.4883e-07  2.26661e-07  4.00575e-07  7.88325e-08  2.31463e-07  7.06208e-07  5.80828e-07            0
           0   1.3782e-06  2.16416e-06  2.40529e-06  1.27178e-06  1.00352e-07  -7.1226e-08  1.62897e-07   1.5236e-07  1.42008e-07  1.89453e-07  5.62445e-08  2.11547e-08  2.66886e-07  3.12899e-07  1.60689e-08 -3.35322e-08  2.49278e-07  2.52913e-07  -2.9333e-09 -2.63344e-08  1.92382e-07  2.32437e-07  4.61748e-08  2.12839e-08  1.88708e-07  2.11676e-07  4.24844e-08  2.79193e-08  1.92237e-07  1.54702e-07  4.00712e-08  5.15347e-08  1.79638e-07  1.68966e-07  4.64704e-08  4.84909e-08  1.71767e-07  1.61289e-07  3.87694e-08  1.70231e-08  1.32322e-07  1.47973e-07  7.87596e-08  5.32762e-08  2.20793e-07  2.08811e-07 -6.87875e-08 -4.15303e-08  2.37604e-07  2.12328e-07 -3.78641e-08  9.37886e-09  2.39885e-07  2.11296e-07  9.41974e-08  1.44963e-07  1.56037e-07  1.72132e-07  5.22952e-07   6.7372e-07  3.47196e-07  4.64838e-07  8.75887e-07  6.96918e-07            0
           0  1.17601e-06  1.97105e-06  2.09913e-06  9.98567e-07 -3.97634e-08 -2.18684e-07 -1.90471e-08 -7.25734e-09 -2.74169e-08  3.67531e-09  -1.4048e-07 -1.82378e-07  5.72587e-08  9.44562e-08 -1.98268e-07 -2.38683e-07  3.85885e-08  4.44957e-08 -1.87408e-07 -1.92903e-07  2.38557e-08  5.51332e-08 -1.34414e-07 -1.39877e-07  1.35699e-08  2.21086e-08 -1.23973e-07 -1.34809e-07   2.6454e-08 -1.94811e-08 -1.13516e-07 -9.30296e-08  2.68079e-08  1.76552e-08 -1.01857e-07 -8.91139e-08  2.10836e-08  2.46392e-08  -8.7559e-08 -1.15887e-07   3.2481e-09  1.44407e-08 -3.66575e-08 -5.42747e-08  1.12896e-07  9.99867e-08 -1.70431e-07 -1.46506e-07   1.3881e-07  1.11951e-07 -1.31572e-07 -8.65569e-08  1.48247e-07  1.21938e-07  1.05542e-08  5.79635e-08   7.7809e-08   9.2357e-08  4.27337e-07  5.66741e-07  2.83238e-07  4.03517e-07  8.44474e-07   6.9305e-07            0
           0  1.03256e-06  1.95243e-06  1.97272e-06  9.79252e-07  1.05028e-07  -9.7532e-08  8.05893e-08  1.05392e-07  6.49896e-08  8.48368e-08 -6.34463e-08 -1.08329e-07  1.23161e-07  1.61366e-07 -1.06633e-07 -1.35227e-07  1.22107e-07   1.2045e-07 -9.54764e-08 -9.21855e-08  1.12786e-07  1.27478e-07 -5.86161e-08 -5.57692e-08  8.98982e-08  9.07457e-08  -4.6547e-08 -5.40104e-08  9.24853e-08  3.69929e-08   -4.435e-08 -2.59312e-08  8.00801e-08  6.53249e-08  -4.7017e-08 -3.58784e-08  5.63922e-08  6.96021e-08 -4.74794e-08 -8.53134e-08  3.74973e-08  3.93143e-08 -1.26435e-08 -1.70626e-08  1.38893e-07  1.25326e-07 -1.28666e-07 -1.10865e-07  1.61232e-07  1.30771e-07 -1.00365e-07 -6.28037e-08   1.6306e-07  1.31746e-07  2.19566e-08  6.04174e-08  8.99921e-08  1.00831e-07  4.06422e-07  5.12129e-07  3.05958e-07  3.87288e-07   8.2634e-07  6.79311e-07            0
           0  1.15718e-06  1.48865e-06  1.83732e-06   9.3929e-07  5.03696e-08 -6.10678e-08  3.71143e-08   5.5731e-08 -8.12125e-09  7.53991e-09 -1.24428e-07 -1.57502e-07  6.32586e-08  1.04398e-07 -1.32131e-07 -1.53499e-07  7.67693e-08   6.6137e-08 -1.30685e-07 -1.10318e-07  8.39064e-08  7.87856e-08 -9.69185e-08 -9.06963e-08   4.9637e-08   4.7394e-08  -7.4576e-08 -7.97537e-08  4.68242e-08 -2.97576e-09 -6.67042e-08 -4.81115e-08  4.74719e-08  2.68438e-08 -6.68432e-08 -5.56061e-08   2.2911e-08    4.872e-08 -6.41497e-08 -1.12639e-07  1.66829e-08  1.47323e-08 -3.74369e-08  -2.7451e-08  1.15714e-07   1.0148e-07 -1.28699e-07  -1.1067e-07  1.40604e-07  1.09696e-07 -1.02537e-07 -6.91161e-08  1.45949e-07  1.13972e-07  9.42196e-09  3.72469e-08  8.48125e-08  9.62777e-08  3.62344e-07  4.28056e-07   3.2858e-07   3.5186e-07   7.6988e-07  6.28282e-07            0
           0  1.06245e-06  1.38474e-06  1.66491e-06  9.18831e-07  5.98737e-08 -3.32777e-08  1.73196e-08  1.19903e-08 -5.06819e-08 -1.96175e-08 -1.09785e-07 -1.20134e-07   8.0386e-08  1.16788e-07 -9.73438e-08 -1.23579e-07  7.82418e-08  6.44032e-08 -1.14361e-07 -7.75542e-08  1.04703e-07   7.7329e-08 -8.60643e-08 -6.75851e-08  6.05244e-08  4.05632e-08   -6.045e-08 -6.59799e-08  3.23752e-08 -1.09654e-08 -5.73147e-08 -3.42516e-08  4.39664e-08  1.64416e-08 -5.82628e-08 -5.35451e-08  9.05499e-09  4.44001e-08 -5.44336e-08 -1.14962e-07  9.93295e-09  7.56824e-09 -3.86009e-08 -2.43618e-08  1.01017e-07  8.33855e-08 -1.22919e-07 -1.04641e-07  1.24871e-07  9.25993e-08 -9.91653e-08 -7.20984e-08  1.29891e-07  9.96109e-08  3.59798e-09  1.85885e-08  7.60984e-08  8.88457e-08  3.08374e-07  3.36171e-07  3.45466e-07  3.05014e-07  6.87225e-07  5.48239e-07            0
           0  9.39172e-07  1.28522e-06  1.48014e-06  8.39066e-07   1.7665e-08 -6.00753e-08 -4.58174e-08 -5.93956e-08 -9.43322e-08 -4.41553e-08 -9.20085e-08 -8.83656e-08  7.86812e-08  1.05505e-07 -8.86009e-08 -1.24318e-07  4.92422e-08  4.36941e-08 -1.13365e-07 -7.00502e-08    9.655e-08  5.21012e-08 -9.71798e-08 -6.64648e-08   4.8587e-08  1.09805e-08  -6.4418e-08  -6.3291e-08  2.42731e-09 -2.61633e-08  -5.6104e-08  -2.4803e-08  3.14699e-08  3.85446e-09 -5.05054e-08 -5.56444e-08 -8.60483e-09  3.61066e-08 -4.18076e-08 -1.08793e-07  8.39656e-10  3.29814e-09 -2.72229e-08  -1.9346e-08  8.46268e-08  6.55177e-08 -1.13223e-07 -9.56266e-08  1.05107e-07  7.36307e-08 -8.87708e-08 -7.01411e-08  1.06859e-07  7.77676e-08 -2.62993e-09  2.34126e-09   6.0755e-08  7.23945e-08  2.43659e-07  2.46128e-07  3.42767e-07   2.5103e-07  5.91279e-07  4.46057e-07            0
