           0  1.51659e-11  4.28298e-11  7.88603e-11  8.35256e-11  4.87107e-11 -8.72766e-13  -4.6487e-11 -9.56898e-11 -1.45203e-10 -1.90206e-10 -2.38046e-10 -2.85408e-10 -3.17279e-10 -3.42288e-10 -3.79929e-10 -4.16712e-10 -4.30262e-10 -4.38579e-10 -4.65503e-10 -4.91925e-10 -4.93574e-10 -4.88915e-10 -5.05971e-10 -5.22282e-10  -5.0811e-10 -4.90833e-10  -4.9448e-10 -4.92283e-10 -4.63295e-10 -4.30864e-10 -4.15479e-10 -3.96835e-10 -3.55658e-10 -3.12782e-10 -2.86356e-10 -2.58952e-10 -2.12696e-10 -1.67784e-10  -1.4506e-10 -1.22609e-10  -8.3924e-11 -5.07522e-11 -3.90139e-11 -2.59463e-11  6.36249e-12  3.31338e-11  3.34472e-11  3.26615e-11  4.91282e-11  5.85938e-11   4.7047e-11  3.43398e-11  2.93379e-11  1.78491e-11 -2.45357e-12 -2.31096e-11  -4.4455e-11 -6.23421e-11 -6.35138e-11 -5.49235e-11 -5.19199e-11 -4.14152e-11 -1.99086e-11            0
           0  1.51659e-11  4.28298e-11  7.88603e-11  8.35256e-11  4.87107e-11 -8.72766e-13  -4.6487e-11 -9.56898e-11 -1.45203e-10 -1.90206e-10 -2.38046e-10 -2.85408e-10 -3.17279e-10 -3.42288e-10 -3.79929e-10 -4.16712e-10 -4.30262e-10 -4.38579e-10 -4.65503e-10 -4.91925e-10 -4.93574e-10 -4.88915e-10 -5.05971e-10 -5.22282e-10  -5.0811e-10 -4.90833e-10  -4.9448e-10 -4.92283e-10 -4.63295e-10 -4.30864e-10 -4.15479e-10 -3.96835e-10 -3.55658e-10 -3.12782e-10 -2.86356e-10 -2.58952e-10 -2.12696e-10 -1.67784e-10  -1.4506e-10 -1.22609e-10  -8.3924e-11 -5.07522e-11 -3.90139e-11 -2.59463e-11  6.36249e-12  3.31338e-11  3.34472e-11  3.26615e-11  4.91282e-11  5.85938e-11   4.7047e-11  3.43398e-11  2.93379e-11  1.78491e-11 -2.45357e-12 -2.31096e-11  -4.4455e-11 -6.23421e-11 -6.35138e-11 -5.49235e-11 -5.19199e-11 -4.14152e-11 -1.99086e-11            0
           0  1.34574e-11  3.99543e-11  7.25107e-11  7.46095e-11  3.85105e-11 -1.19625e-11 -5.94476e-11  -1.1063e-10  -1.6199e-10 -2.09164e-10  -2.5944e-10 -3.09148e-10 -3.43179e-10 -3.70033e-10 -4.09764e-10 -4.48813e-10 -4.63978e-10  -4.7359e-10 -5.01945e-10 -5.30686e-10 -5.34834e-10 -5.32071e-10 -5.48951e-10 -5.65098e-10 -5.53087e-10 -5.35006e-10 -5.36364e-10 -5.32363e-10 -5.01825e-10 -4.69205e-10  -4.5195e-10 -4.30172e-10 -3.86203e-10 -3.39731e-10 -3.07943e-10 -2.73809e-10 -2.22533e-10 -1.72673e-10 -1.42419e-10 -1.12785e-10 -6.92097e-11 -2.82117e-11 -2.40212e-12  2.16839e-11  6.18355e-11  9.87895e-11  1.09498e-10  1.17257e-10  1.39377e-10   1.5191e-10  1.40657e-10  1.24882e-10  1.14048e-10  9.46637e-11  6.46364e-11  3.37368e-11  3.03949e-12 -2.39208e-11 -3.48024e-11 -3.48514e-11 -3.78293e-11 -3.21755e-11  -1.5553e-11            0
           0  1.70315e-11  4.75722e-11  8.54784e-11  9.83902e-11  7.85093e-11  4.85095e-11  2.12554e-11 -1.17579e-11 -4.95381e-11 -8.89115e-11 -1.37195e-10 -1.90294e-10 -2.32529e-10 -2.71575e-10  -3.2715e-10 -3.84409e-10 -4.18104e-10 -4.46118e-10 -4.91559e-10 -5.35087e-10 -5.51778e-10 -5.58581e-10  -5.8148e-10 -6.02369e-10 -5.96863e-10 -5.83056e-10 -5.86694e-10 -5.85919e-10 -5.57531e-10 -5.27474e-10 -5.11428e-10 -4.89637e-10 -4.46128e-10  -3.9947e-10  -3.6716e-10 -3.30618e-10   -2.775e-10 -2.24613e-10 -1.88133e-10 -1.52453e-10  -1.0303e-10 -5.29627e-11 -1.30971e-11  2.37669e-11  7.44897e-11  1.21498e-10  1.40748e-10  1.54747e-10  1.78709e-10  1.89414e-10  1.74319e-10   1.5312e-10  1.36214e-10  1.12227e-10  8.04837e-11  5.06457e-11  2.28833e-11 -9.12874e-13 -1.03655e-11 -1.18286e-11 -1.85172e-11 -1.87755e-11 -8.63654e-12            0
           0   2.1512e-11  5.80965e-11  1.01374e-10  1.21779e-10  1.12672e-10  9.47378e-11  7.86564e-11   5.7154e-11   2.9757e-11 -1.48973e-12 -4.43119e-11 -9.48128e-11  -1.3768e-10 -1.81182e-10 -2.45156e-10 -3.13796e-10 -3.60988e-10 -4.03911e-10 -4.63591e-10 -5.20018e-10 -5.48901e-10  -5.6626e-10 -5.97187e-10 -6.23983e-10  -6.2431e-10 -6.15369e-10 -6.21913e-10 -6.23544e-10 -5.98011e-10 -5.72224e-10 -5.58611e-10 -5.38503e-10 -4.98786e-10 -4.56026e-10 -4.26788e-10 -3.92556e-10 -3.42851e-10 -2.90863e-10  -2.5262e-10 -2.15604e-10    -1.64e-10 -1.09766e-10  -6.2173e-11 -1.65072e-11  4.19061e-11  9.51984e-11  1.18996e-10  1.35901e-10  1.60499e-10  1.69791e-10  1.52232e-10  1.28302e-10  1.09088e-10  8.42095e-11  5.33422e-11  2.58347e-11  1.56739e-12 -1.80865e-11 -2.37529e-11  -2.2026e-11 -2.50964e-11 -2.24981e-11 -1.03493e-11            0
           0  1.87678e-11  5.37438e-11  9.45079e-11  1.14337e-10  1.09324e-10  9.70589e-11   8.7271e-11    7.415e-11  5.58523e-11   3.3581e-11 -8.51015e-13 -4.40957e-11 -8.15842e-11 -1.22324e-10 -1.85863e-10 -2.56293e-10 -3.08488e-10 -3.58777e-10 -4.25768e-10 -4.89067e-10 -5.25093e-10 -5.50083e-10 -5.87381e-10 -6.17318e-10 -6.21442e-10 -6.17134e-10 -6.24854e-10 -6.26393e-10 -6.02579e-10 -5.79387e-10 -5.66122e-10 -5.46039e-10 -5.09019e-10  -4.7015e-10 -4.44454e-10 -4.14488e-10 -3.70858e-10 -3.22498e-10 -2.86538e-10 -2.52852e-10 -2.03966e-10 -1.52009e-10 -1.04857e-10 -5.80904e-11  4.49522e-13  5.29921e-11  7.61245e-11  9.21904e-11  1.15877e-10  1.25099e-10  1.08874e-10   8.7438e-11  7.17304e-11  5.16015e-11  2.63656e-11   4.6442e-12 -1.39389e-11 -2.85554e-11 -3.05169e-11 -2.63141e-11 -2.72046e-11 -2.33737e-11 -1.04696e-11            0
           0  1.65424e-11  5.11547e-11  8.94336e-11  1.08909e-10  1.07622e-10  9.89322e-11  9.25514e-11  8.37153e-11  6.94696e-11  5.11706e-11  2.07759e-11 -1.85581e-11 -5.29232e-11 -9.11837e-11 -1.51757e-10 -2.19705e-10  -2.7218e-10 -3.24751e-10 -3.93862e-10 -4.59122e-10 -4.98454e-10 -5.28065e-10 -5.68656e-10 -5.99777e-10 -6.04662e-10 -6.00969e-10 -6.06886e-10 -6.05433e-10 -5.80885e-10 -5.57247e-10 -5.41464e-10  -5.1881e-10 -4.82047e-10 -4.44731e-10 -4.20044e-10 -3.92951e-10 -3.54313e-10 -3.09239e-10 -2.76856e-10  -2.4876e-10 -2.05175e-10 -1.59235e-10 -1.18365e-10  -7.6997e-11  -2.4948e-11  2.03877e-11  3.77669e-11  4.90498e-11   6.8712e-11  7.63738e-11  6.18034e-11  4.39507e-11  3.28439e-11  1.84558e-11 -3.49754e-13 -1.58356e-11 -2.85638e-11 -3.80438e-11 -3.65329e-11 -3.03054e-11 -2.87367e-11 -2.37666e-11 -1.04095e-11            0
           0  1.86695e-11  4.52196e-11  8.13526e-11  1.00873e-10  9.95781e-11  9.36894e-11  8.83627e-11  8.08681e-11  6.76245e-11  5.06277e-11  2.26908e-11 -1.32142e-11 -4.44482e-11 -7.93837e-11  -1.3487e-10 -1.97548e-10 -2.47196e-10 -2.98378e-10 -3.65287e-10 -4.27388e-10 -4.65009e-10 -4.94954e-10 -5.34895e-10 -5.64357e-10  -5.6825e-10 -5.63873e-10 -5.66196e-10 -5.60725e-10 -5.35274e-10   -5.096e-10 -4.89466e-10 -4.62375e-10 -4.24094e-10  -3.8673e-10 -3.60866e-10 -3.34568e-10 -2.99567e-10 -2.57303e-10 -2.27758e-10  -2.0493e-10 -1.67742e-10 -1.29257e-10 -9.66393e-11 -6.36625e-11 -2.17158e-11  1.28621e-11   2.1766e-11  2.61305e-11  3.96682e-11   4.3945e-11  2.96705e-11  1.41445e-11  6.22715e-12 -3.82011e-12 -1.75891e-11 -2.83846e-11 -3.66552e-11 -4.21899e-11 -3.85657e-11 -3.16906e-11 -2.80568e-11 -2.26389e-11 -9.69737e-12            0
           0  1.71951e-11  4.18356e-11  7.45202e-11    9.361e-11  9.26479e-11  8.77253e-11  8.21866e-11  7.38755e-11  5.99888e-11   4.3186e-11  1.75906e-11  -1.4381e-11 -4.21088e-11 -7.32633e-11 -1.23027e-10 -1.79749e-10 -2.25177e-10 -2.72329e-10 -3.33774e-10   -3.893e-10 -4.21737e-10 -4.48806e-10 -4.84854e-10 -5.08972e-10 -5.09205e-10 -5.03301e-10 -5.01141e-10  -4.9111e-10 -4.65135e-10 -4.37712e-10 -4.13444e-10 -3.81696e-10 -3.41987e-10 -3.04352e-10 -2.76455e-10 -2.50315e-10 -2.18511e-10 -1.79548e-10 -1.52497e-10 -1.33893e-10 -1.03556e-10 -7.29467e-11 -4.84181e-11 -2.45405e-11   6.0378e-12   2.8885e-11  2.87854e-11  2.57604e-11  3.23657e-11  3.21759e-11  1.69761e-11  2.13396e-12  -4.7489e-12 -1.26308e-11 -2.33763e-11 -3.15405e-11 -3.73276e-11 -4.06755e-11 -3.65592e-11 -3.04389e-11  -2.5405e-11 -2.02703e-11 -8.46792e-12            0
           0  1.52946e-11  3.81849e-11  6.73542e-11  8.49304e-11  8.33596e-11   7.8341e-11  7.17926e-11  6.23381e-11  4.84501e-11  3.27369e-11  1.05802e-11 -1.64997e-11 -4.01136e-11 -6.67569e-11 -1.09714e-10 -1.59152e-10 -1.98484e-10 -2.38294e-10 -2.89989e-10 -3.35112e-10 -3.58774e-10 -3.79002e-10 -4.07527e-10 -4.23475e-10  -4.1803e-10 -4.09675e-10 -4.02721e-10 -3.88533e-10 -3.63411e-10 -3.35621e-10 -3.08902e-10 -2.74544e-10 -2.35577e-10 -1.99304e-10 -1.70542e-10 -1.45822e-10 -1.18082e-10 -8.39126e-11 -6.03737e-11  -4.5866e-11 -2.29993e-11  -6.3086e-13  1.62075e-11  3.08999e-11  4.98748e-11  6.13185e-11  5.30492e-11  4.31502e-11  4.24551e-11   3.7119e-11  2.04332e-11  5.17841e-12 -2.62718e-12 -1.04794e-11 -2.00595e-11 -2.73104e-11 -3.22243e-11 -3.48901e-11  -3.1527e-11 -2.70371e-11 -2.13828e-11 -1.70804e-11  -6.8475e-12            0
