0.005	-0.183758	-0.102597	-0.00443803
0.01	-0.0813452	-0.0478947	-0.00220143
0.015	-0.0723813	-0.0424008	-0.00199125
0.02	-0.0614907	-0.0363456	-0.00175987
0.025	-0.0558581	-0.033122	-0.00164203
0.03	-0.0516044	-0.0306872	-0.00155838
0.035	-0.0484515	-0.0288638	-0.00149908
0.04	-0.0459603	-0.02741	-0.0014552
0.045	-0.0439345	-0.0262167	-0.00142174
0.05	-0.0422467	-0.0252124	-0.00139595
0.055	-0.0408121	-0.0243499	-0.00137582
0.06	-0.0395741	-0.0235977	-0.00136008
0.065	-0.0384917	-0.0229329	-0.00134778
0.07	-0.0375352	-0.0223388	-0.00133826
0.075	-0.0366821	-0.0218029	-0.00133099
0.08	-0.0359153	-0.0213156	-0.00132559
0.085	-0.0352211	-0.0208693	-0.00132176
0.09	-0.034589	-0.0204582	-0.00131925
0.095	-0.0340102	-0.0200773	-0.00131788
0.1	-0.0334779	-0.0197227	-0.00131747
0.105	-0.032986	-0.0193912	-0.00131791
0.11	-0.0325299	-0.0190801	-0.00131909
0.115	-0.0321054	-0.0187871	-0.00132092
0.12	-0.0317092	-0.0185102	-0.00132331
0.125	-0.0313381	-0.0182478	-0.0013262
0.13	-0.0309898	-0.0179986	-0.00132955
0.135	-0.030662	-0.0177612	-0.00133329
0.14	-0.0303528	-0.0175346	-0.0013374
0.145	-0.0300606	-0.0173178	-0.00134182
0.15	-0.0297838	-0.0171101	-0.00134654
0.155	-0.0295213	-0.0169108	-0.00135152
0.16	-0.0292718	-0.0167191	-0.00135673
0.165	-0.0290343	-0.0165346	-0.00136216
0.17	-0.028808	-0.0163566	-0.00136778
0.175	-0.0285919	-0.0161848	-0.00137358
0.18	-0.0283855	-0.0160188	-0.00137955
0.185	-0.0281879	-0.0158581	-0.00138566
0.19	-0.0279987	-0.0157024	-0.0013919
0.195	-0.0278173	-0.0155515	-0.00139826
0.2	-0.0276431	-0.015405	-0.00140474
0.205	-0.0274757	-0.0152627	-0.00141132
0.21	-0.0273148	-0.0151244	-0.00141799
0.215	-0.0271599	-0.0149899	-0.00142475
0.22	-0.0270108	-0.0148589	-0.00143158
0.225	-0.026867	-0.0147313	-0.00143849
0.23	-0.0267282	-0.014607	-0.00144546
0.235	-0.0265944	-0.0144857	-0.00145249
0.24	-0.026465	-0.0143673	-0.00145957
0.245	-0.02634	-0.0142518	-0.0014667
0.25	-0.0262192	-0.0141389	-0.00147387
0.255	-0.0261022	-0.0140286	-0.00148108
0.26	-0.025989	-0.0139208	-0.00148833
0.265	-0.0258794	-0.0138153	-0.00149561
0.27	-0.0257731	-0.0137121	-0.00150292
0.275	-0.0256702	-0.0136111	-0.00151025
0.28	-0.0255703	-0.0135122	-0.0015176
0.285	-0.0254734	-0.0134154	-0.00152497
0.29	-0.0253793	-0.0133205	-0.00153236
0.295	-0.025288	-0.0132275	-0.00153977
0.3	-0.0251993	-0.0131363	-0.00154718
0.305	-0.0251131	-0.0130469	-0.0015546
0.31	-0.0250294	-0.0129593	-0.00156203
0.315	-0.024948	-0.0128733	-0.00156947
0.32	-0.0248688	-0.0127889	-0.00157691
0.325	-0.0247918	-0.0127061	-0.00158436
0.33	-0.0247168	-0.0126247	-0.00159179
0.335	-0.0246439	-0.0125449	-0.00159923
0.34	-0.0245728	-0.0124665	-0.00160667
0.345	-0.0245037	-0.0123895	-0.0016141
0.35	-0.0244364	-0.0123138	-0.00162153
0.355	-0.0243708	-0.0122394	-0.00162895
0.36	-0.0243069	-0.0121664	-0.00163637
0.365	-0.0242446	-0.0120945	-0.00164377
0.37	-0.0241839	-0.0120239	-0.00165117
0.375	-0.0241247	-0.0119545	-0.00165855
0.38	-0.0240669	-0.0118862	-0.00166593
0.385	-0.0240107	-0.011819	-0.00167329
0.39	-0.0239558	-0.0117529	-0.00168064
0.395	-0.0239022	-0.0116879	-0.00168797
0.4	-0.0238499	-0.011624	-0.00169529
0.405	-0.0237989	-0.011561	-0.0017026
0.41	-0.0237492	-0.0114991	-0.00170989
0.415	-0.0237006	-0.0114381	-0.00171716
0.42	-0.0236531	-0.0113781	-0.00172442
0.425	-0.0236068	-0.0113189	-0.00173165
0.43	-0.0235616	-0.0112607	-0.00173888
0.435	-0.0235174	-0.0112034	-0.00174608
0.44	-0.0234743	-0.0111469	-0.00175326
0.445	-0.0234321	-0.0110913	-0.00176043
0.45	-0.023391	-0.0110365	-0.00176757
0.455	-0.0233507	-0.0109825	-0.0017747
0.46	-0.0233114	-0.0109293	-0.0017818
0.465	-0.023273	-0.0108768	-0.00178889
0.47	-0.0232354	-0.0108251	-0.00179595
0.475	-0.0231987	-0.0107741	-0.00180299
0.48	-0.0231628	-0.0107239	-0.00181002
0.485	-0.0231277	-0.0106743	-0.00181702
0.49	-0.0230934	-0.0106255	-0.00182399
0.495	-0.0230599	-0.0105773	-0.00183095
0.5	-0.0230271	-0.0105298	-0.00183789
0.505	-0.022995	-0.0104829	-0.0018448
0.51	-0.0229636	-0.0104366	-0.00185169
0.515	-0.0229329	-0.010391	-0.00185855
0.52	-0.0229028	-0.010346	-0.0018654
0.525	-0.0228734	-0.0103016	-0.00187222
0.53	-0.0228447	-0.0102577	-0.00187901
0.535	-0.0228165	-0.0102144	-0.00188579
0.54	-0.022789	-0.0101717	-0.00189254
0.545	-0.022762	-0.0101295	-0.00189927
0.55	-0.0227356	-0.0100879	-0.00190597
0.555	-0.0227098	-0.0100468	-0.00191265
0.56	-0.0226845	-0.0100061	-0.00191931
0.565	-0.0226598	-0.00996602	-0.00192594
0.57	-0.0226356	-0.00992642	-0.00193255
0.575	-0.0226118	-0.00988728	-0.00193913
0.58	-0.0225886	-0.00984863	-0.00194569
0.585	-0.0225659	-0.00981043	-0.00195223
0.59	-0.0225436	-0.0097727	-0.00195874
0.595	-0.0225218	-0.00973541	-0.00196523
0.6	-0.0225004	-0.00969855	-0.0019717
0.605	-0.0224795	-0.00966214	-0.00197814
0.61	-0.022459	-0.00962614	-0.00198455
0.615	-0.0224389	-0.00959054	-0.00199094
0.62	-0.0224193	-0.00955537	-0.00199731
0.625	-0.0224	-0.00952058	-0.00200366
0.63	-0.0223811	-0.0094862	-0.00200997
0.635	-0.0223626	-0.00945218	-0.00201627
0.64	-0.0223445	-0.00941855	-0.00202254
0.645	-0.0223268	-0.0093853	-0.00202878
0.65	-0.0223094	-0.0093524	-0.00203501
0.655	-0.0222923	-0.00931985	-0.0020412
0.66	-0.0222756	-0.00928767	-0.00204737
0.665	-0.0222592	-0.00925582	-0.00205352
0.67	-0.0222432	-0.00922431	-0.00205965
0.675	-0.0222275	-0.00919314	-0.00206575
0.68	-0.0222121	-0.00916228	-0.00207182
0.685	-0.022197	-0.00913176	-0.00207787
0.69	-0.0221822	-0.00910154	-0.0020839
0.695	-0.0221677	-0.00907164	-0.0020899
0.7	-0.0221534	-0.00904205	-0.00209588
0.705	-0.0221395	-0.00901275	-0.00210183
0.71	-0.0221258	-0.00898375	-0.00210776
0.715	-0.0221125	-0.00895503	-0.00211367
0.72	-0.0220993	-0.00892661	-0.00211955
0.725	-0.0220865	-0.00889846	-0.0021254
0.73	-0.0220738	-0.00887058	-0.00213124
0.735	-0.0220615	-0.00884299	-0.00213705
0.74	-0.0220493	-0.00881565	-0.00214283
0.745	-0.0220375	-0.0087886	-0.00214859
0.75	-0.0220258	-0.00876178	-0.00215433
0.755	-0.0220144	-0.00873523	-0.00216004
0.76	-0.0220032	-0.00870893	-0.00216573
0.765	-0.0219922	-0.00868287	-0.00217139
0.77	-0.0219814	-0.00865707	-0.00217703
0.775	-0.0219709	-0.0086315	-0.00218264
0.78	-0.0219605	-0.00860617	-0.00218824
0.785	-0.02195	-0.00858026	-0.00219386
0.79	-0.0219404	-0.00855616	-0.00219935
0.795	-0.0219307	-0.00853154	-0.00220487
0.8	-0.0219211	-0.00850713	-0.00221037
0.805	-0.0219118	-0.00848294	-0.00221584
0.81	-0.0219026	-0.00845896	-0.00222129
0.815	-0.0218936	-0.0084352	-0.00222671
0.82	-0.0218847	-0.00841166	-0.00223212
0.825	-0.0218761	-0.00838831	-0.00223749
0.83	-0.0218676	-0.00836518	-0.00224285
0.835	-0.0218593	-0.00834225	-0.00224818
0.84	-0.0218511	-0.00831952	-0.00225349
0.845	-0.0218431	-0.00829699	-0.00225877
0.85	-0.0218353	-0.00827465	-0.00226403
0.855	-0.0218282	-0.00825311	-0.00226929
0.86	-0.0218201	-0.00823059	-0.00227448
0.865	-0.0218127	-0.0082088	-0.00227967
0.87	-0.0218055	-0.00818726	-0.00228484
0.875	-0.0217984	-0.00816585	-0.00228998
0.88	-0.0217917	-0.00814482	-0.00229511
0.885	-0.0217847	-0.00812363	-0.0023002
0.89	-0.021778	-0.00810277	-0.00230527
0.895	-0.0217715	-0.0080821	-0.00231032
0.9	-0.0217651	-0.0080616	-0.00231535
0.905	-0.0217588	-0.00804128	-0.00232035
0.91	-0.0217526	-0.00802112	-0.00232533
0.915	-0.0217466	-0.00800113	-0.00233029
0.92	-0.0217407	-0.00798131	-0.00233523
0.925	-0.0217349	-0.00796167	-0.00234014
0.93	-0.0217293	-0.00794217	-0.00234503
0.935	-0.0217237	-0.00792285	-0.00234989
0.94	-0.0217183	-0.00790368	-0.00235474
0.945	-0.021713	-0.00788467	-0.00235956
0.95	-0.0217078	-0.00786582	-0.00236435
0.955	-0.0217027	-0.00784713	-0.00236913
0.96	-0.0216977	-0.00782859	-0.00237388
0.965	-0.0216928	-0.0078102	-0.00237861
0.97	-0.021688	-0.00779196	-0.00238332
0.975	-0.0216833	-0.00777388	-0.002388
0.98	-0.0216787	-0.00775594	-0.00239266
0.985	-0.0216742	-0.00773815	-0.0023973
0.99	-0.0216698	-0.00772051	-0.00240192
0.995	-0.0216655	-0.00770301	-0.00240652
1	-0.0216613	-0.00768566	-0.00241109
1.005	-0.0216572	-0.00766845	-0.00241564
1.01	-0.0216531	-0.00765137	-0.00242017
1.015	-0.0216492	-0.00763445	-0.00242467
1.02	-0.0216453	-0.00761765	-0.00242915
1.025	-0.0216416	-0.00760101	-0.00243362
1.03	-0.0216379	-0.00758448	-0.00243805
1.035	-0.0216343	-0.00756811	-0.00244247
1.04	-0.0216308	-0.00755186	-0.00244687
1.045	-0.0216273	-0.00753575	-0.00245124
1.05	-0.0216239	-0.00751977	-0.00245559
1.055	-0.0216206	-0.00750392	-0.00245992
1.06	-0.0216174	-0.00748821	-0.00246423
1.065	-0.0216143	-0.00747262	-0.00246851
1.07	-0.0216112	-0.00745716	-0.00247278
1.075	-0.0216082	-0.00744184	-0.00247702
1.08	-0.0216053	-0.00742663	-0.00248124
1.085	-0.0216024	-0.00741156	-0.00248544
1.09	-0.0215996	-0.00739661	-0.00248961
1.095	-0.0215969	-0.00738177	-0.00249377
1.1	-0.0215942	-0.00736707	-0.0024979
1.105	-0.0215917	-0.00735251	-0.00250202
1.11	-0.0215891	-0.00733804	-0.00250611
1.115	-0.0215867	-0.00732371	-0.00251018
1.12	-0.0215842	-0.00730949	-0.00251423
1.125	-0.0215819	-0.00729539	-0.00251826
1.13	-0.0215796	-0.00728142	-0.00252226
1.135	-0.0215774	-0.00726755	-0.00252625
1.14	-0.0215752	-0.00725382	-0.00253021
1.145	-0.0215731	-0.00724018	-0.00253416
1.15	-0.021571	-0.0072267	-0.00253808
1.155	-0.021569	-0.00721329	-0.00254198
1.16	-0.0215671	-0.00720002	-0.00254586
1.165	-0.0215652	-0.00718685	-0.00254972
1.17	-0.0215633	-0.0071738	-0.00255356
1.175	-0.0215615	-0.00716087	-0.00255738
1.18	-0.0215598	-0.00714804	-0.00256118
1.185	-0.0215581	-0.00713532	-0.00256496
1.19	-0.0215564	-0.00712272	-0.00256872
1.195	-0.0215548	-0.00711023	-0.00257245
1.2	-0.0215533	-0.00709784	-0.00257617
1.205	-0.0215518	-0.00708557	-0.00257987
1.21	-0.0215503	-0.00707339	-0.00258354
1.215	-0.0215489	-0.00706133	-0.0025872
1.22	-0.0215475	-0.00704938	-0.00259084
1.225	-0.0215462	-0.00703754	-0.00259445
1.23	-0.021545	-0.00702582	-0.00259806
1.235	-0.0215436	-0.00701416	-0.00260163
1.24	-0.0215424	-0.00700262	-0.00260518
1.245	-0.0215412	-0.0069912	-0.00260872
1.25	-0.0215401	-0.00697987	-0.00261224
1.255	-0.021539	-0.00696864	-0.00261574
1.26	-0.021538	-0.00695753	-0.00261921
1.265	-0.021537	-0.00694651	-0.00262267
1.27	-0.021536	-0.00693559	-0.00262611
1.275	-0.021535	-0.00692477	-0.00262953
1.28	-0.0215341	-0.00691406	-0.00263293
1.285	-0.0215333	-0.00690344	-0.00263631
1.29	-0.0215324	-0.00689292	-0.00263967
1.295	-0.0215316	-0.0068825	-0.00264302
1.3	-0.0215308	-0.00687217	-0.00264634
