1	0
2	0.00649129854842756
3	0.0137071052016902
4	0.0217221105945768
5	0.0306172213250457
6	0.0404797151721145
7	0.051403299822577
8	0.0634880457523838
9	0.0768401594129653
10	0.0915715585414019
11	0.107799207624822
12	0.125644168814301
13	0.145230322556912
14	0.166682713696285
15	0.190125483706424
16	0.215679359069853
17	0.243458680574171
18	0.273567979314511
19	0.306098132948937
20	0.341122170185449
21	0.378690831683997
22	0.418828039567956
23	0.461526472352434
24	0.506743482842256
25	0.55439762789243
26	0.604366094731139
27	0.656483302886486
28	0.710540928931273
29	0.766289540944886
30	0.823441941890484
31	0.881678211197176
32	0.940652310975662
33	1
34	1.05934768902434
35	1.11832178880282
36	1.17655805810952
37	1.23371045905511
38	1.28945907106873
39	1.34351669711351
40	1.39563390526886
41	1.44560237210757
42	1.49325651715774
43	1.53847352764757
44	1.58117196043204
45	1.621309168316
46	1.65887782981455
47	1.69390186705106
48	1.72643202068549
49	1.75654131942583
50	1.78432064093015
51	1.80987451629358
52	1.83331728630372
53	1.85476967744309
54	1.8743558311857
55	1.89220079237518
56	1.9084284414586
57	1.92315984058703
58	1.93651195424762
59	1.94859670017742
60	1.95952028482789
61	1.96938277867495
62	1.97827788940542
63	1.98629289479831
64	1.99350870145157
65	2
