1	0
2	0.0548284208067606
3	0.122468885300183
4	0.205613199290308
5	0.307360637651861
6	0.431196830499289
7	0.580921290227648
8	0.760501934825694
9	0.973834722296683
10	1.22439253179575
11	1.51476332673599
12	1.84610588940974
13	2.21759051156972
14	2.62593321154595
15	3.06515816377954
16	3.5267128447887
17	4
18	4.4732871552113
19	4.93484183622046
20	5.37406678845405
21	5.78240948843028
22	6.15389411059026
23	6.48523667326401
24	6.77560746820425
25	7.02616527770332
26	7.23949806517431
27	7.41907870977235
28	7.56880316950071
29	7.69263936234814
30	7.79438680070969
31	7.87753111469982
32	7.94517157919324
33	8
