1    0.0000000000 
2    1.2730790317 
3    2.4432904587 
4    3.5189462110 
5    4.5076865968 
6    5.4165345699 
7    6.2519456143 
8    7.0198535964 
9    7.7257129132 
10    8.3745372341 
11    8.9709351132 
12    9.5191427230 
13   10.0230539441 
14   10.4862480226 
15   10.9120149939 
16   11.3033790512 
17   11.6631200260 
18   11.9937931334 
19   12.2977471216 
20   12.5771409544 
21   12.8339591469 
22   13.0700258607 
23   13.2870178614 
24   13.4864764278 
25   13.6698183005 
26   13.8383457438 
27   13.9932557966 
28   14.1356487740 
29   14.2665360836 
30   14.3868474087 
31   14.4974373124 
32   14.5990913069 
33   14.6925314336 
34   14.7784213912 
35   14.8573712499 
36   14.9299417853 
37   14.9966484607 
38   15.0579650891 
39   15.1143271981 
40   15.1661351238 
41   15.2137568545 
42   15.2575306439 
43   15.2977674141 
44   15.3347529642 
45   15.3687500000 
46   15.4000000000 
47   15.4315789474 
48   15.4631578947 
49   15.4947368421 
50   15.5263157895 
51   15.5578947368 
52   15.5894736842 
53   15.6210526316 
54   15.6526315789 
55   15.6842105263 
56   15.7157894737 
57   15.7473684211 
58   15.7789473684 
59   15.8105263158 
60   15.8421052632 
61   15.8736842105 
62   15.9052631579 
63   15.9368421053 
64   15.9684210526 
65   16.0000000000 
66   16.0315789474 
67   16.0631578947 
68   16.0947368421 
69   16.1263157895 
70   16.1578947368 
71   16.1894736842 
72   16.2210526316 
73   16.2526315789 
74   16.2842105263 
75   16.3157894737 
76   16.3473684211 
77   16.3789473684 
78   16.4105263158 
79   16.4421052632 
80   16.4736842105 
81   16.5052631579 
82   16.5368421053 
83   16.5684210526 
84   16.6000000000 
85   16.6312500000 
86   16.6652470358 
87   16.7022325859 
88   16.7424693561 
89   16.7862431455 
90   16.8338648762 
91   16.8856728019 
92   16.9420349109 
93   17.0033515393 
94   17.0700582147 
95   17.1426287501 
96   17.2215786088 
97   17.3074685664 
98   17.4009086931 
99   17.5025626876 
100   17.6131525913 
101   17.7334639164 
102   17.8643512260 
103   18.0067442034 
104   18.1616542562 
105   18.3301816995 
106   18.5135235722 
107   18.7129821386 
108   18.9299741393 
109   19.1660408531 
110   19.4228590456 
111   19.7022528784 
112   20.0062068666 
113   20.3368799740 
114   20.6966209488 
115   21.0879850061 
116   21.5137519774 
117   21.9769460559 
118   22.4808572770 
119   23.0290648868 
120   23.6254627659 
121   24.2742870868 
122   24.9801464036 
123   25.7480543857 
124   26.5834654301 
125   27.4923134032 
126   28.4810537890 
127   29.5567095413 
128   30.7269209683 
129   32.0000000000 
